sgRNA	Gene	49117_9
CYP2C18_2	CYP2C18	2520
AADACL2_3	AADACL2	13245
DHODH_1	DHODH	5481
STC_08651	STC	27920
TXNDC5_5	TXNDC5	13463
TP53BP2_1	TP53BP2	1817
ARG2_3	ARG2	14947
MROH2B_4	MROH2B	15325
MCL1_3	MCL1	6275
KMT2E_1	KMT2E	10326
VTI1B_2	VTI1B	21576
PGBD4_2	PGBD4	11175
LPCAT4_5	LPCAT4	26239
SECISBP2L_4	SECISBP2L	16835
ARHGEF12_3	ARHGEF12	4011
IFI6_4	IFI6	17616
MNX1_2	MNX1	25753
GLT8D2_5	GLT8D2	19164
NMB_3	NMB	23440
STIP1_2	STIP1	17597
STC_01410	STC	10487
EPN1_3	EPN1	23565
SMO_3	SMO	10457
AQP7_5	AQP7	16020
SCML2_1	SCML2	15983
DIRAS2_3	DIRAS2	30427
AKAP5_2	AKAP5	8549
OR56B4_2	OR56B4	16165
TUBB1_1	TUBB1	10545
STON2_5	STON2	15587
ZZZ3_1	ZZZ3	32897
PERP_4	PERP	4545
ZNF14_3	ZNF14	10539
OR2T8_5	OR2T8	10207
ZFYVE9_1	ZFYVE9	6124
SYNPO2_4	SYNPO2	4904
JPH1_1	JPH1	13451
SYCN_4	SYCN	24533
NAF1_2	NAF1	14871
PLK4_3	PLK4	4857
DCAF13_3	DCAF13	28160
LMOD3_1	LMOD3	9888
LONRF3_4	LONRF3	23825
C1orf162_3	C1orf162	8964
SALL4_2	SALL4	15274
STC_09481	STC	4302
KRTAP10-7_4	KRTAP10-7	14370
SNW1_1	SNW1	15851
CEACAM3_4	CEACAM3	22995
PAPOLG_4	PAPOLG	14758
STC_04090	STC	35624
PAK1_1	PAK1	11209
LRRC7_1	LRRC7	30398
CEND1_2	CEND1	13144
C1GALT1C1L_4	C1GALT1C1L	5407
HS3ST1_2	HS3ST1	30229
STC_04025	STC	5544
HIST3H2BB_5	HIST3H2BB	31784
ADM5_4	ADM5	12947
ROMO1_5	ROMO1	5395
ZBTB17_1	ZBTB17	29302
LRRC57_4	LRRC57	5103
MTHFD1_2	MTHFD1	4862
ZNF169_5	ZNF169	13364
SHROOM1_1	SHROOM1	25019
STC_04369	STC	1960
BBS7_2	BBS7	7648
COG2_1	COG2	6062
MBD3L2_4	MBD3L2	21908
CSMD1_2	CSMD1	25511
STC_05265	STC	13710
AHNAK2_2	AHNAK2	6262
RAD9A_5	RAD9A	12703
NPM2_3	NPM2	17079
PHF2_3	PHF2	8481
ZNF45_4	ZNF45	10024
CA5B_1	CA5B	11650
SOCS1_4	SOCS1	35469
TMEM170B_4	TMEM170B	13423
LHX6_5	LHX6	17302
OR4C16_3	OR4C16	34362
PIGQ_2	PIGQ	12338
STC_08088	STC	1919
TIMM23B_4	TIMM23B	1557
OLR1_2	OLR1	11948
TLX2_5	TLX2	5349
ADRA1B_5	ADRA1B	3605
STC_08684	STC	7654
ZNF688_4	ZNF688	9532
APOBEC3D_5	APOBEC3D	15470
MC3R_5	MC3R	24968
VWA3B_5	VWA3B	8424
PCSK7_1	PCSK7	14774
MTMR14_2	MTMR14	8467
NYAP2_3	NYAP2	10400
PDE3B_5	PDE3B	26744
FAM3C_3	FAM3C	2063
MED31_4	MED31	2524
ARPC3_1	ARPC3	19606
HSPB11_4	HSPB11	7072
SLC6A18_2	SLC6A18	23928
RASAL2_4	RASAL2	18351
LHX2_4	LHX2	24306
GAB2_3	GAB2	9333
EHBP1L1_3	EHBP1L1	3311
PARD6B_1	PARD6B	5648
TEX9_1	TEX9	15466
HERC1_3	HERC1	8270
ZNF317_1	ZNF317	9193
BST2_5	BST2	9490
UBE2E3_1	UBE2E3	37140
SLC2A13_3	SLC2A13	15176
TNNI1_5	TNNI1	3942
LENEP_2	LENEP	23645
CPTP_5	CPTP	42166
ANKRD53_5	ANKRD53	8429
CDCA4_2	CDCA4	19935
ITIH5_5	ITIH5	8032
ASPHD2_4	ASPHD2	7349
STC_00557	STC	2281
NLE1_3	NLE1	3838
MRPL39_1	MRPL39	4625
ARHGEF33_4	ARHGEF33	10662
DUSP23_3	DUSP23	3283
TMED9_1	TMED9	4697
TIPIN_3	TIPIN	14039
LIPM_3	LIPM	8054
ADAM8_2	ADAM8	18880
PRB1_1	PRB1	10432
KLHL11_4	KLHL11	12925
KDM6B_2	KDM6B	12827
UBE2E2_5	UBE2E2	13397
TAF10_5	TAF10	25184
STC_08122	STC	1477
NUCKS1_2	NUCKS1	22372
CCDC142_5	CCDC142	18377
SLC16A5_3	SLC16A5	16578
STC_07413	STC	7172
STC_05509	STC	7833
NPS_3	NPS	7073
TNFAIP8L2_1	TNFAIP8L2	4589
COX4I1_3	COX4I1	12075
CEBPE_3	CEBPE	15575
OR13A1_2	OR13A1	46106
METTL22_2	METTL22	26005
PHC3_3	PHC3	28443
OPN5_1	OPN5	35705
NNAT_3	NNAT	6241
UBA3_4	UBA3	12387
FOXN1_1	FOXN1	23469
SGMS1_2	SGMS1	24391
PDRG1_2	PDRG1	8987
TUBA1B_3	TUBA1B	20103
WDR27_5	WDR27	8906
NIT1_4	NIT1	5570
APOA1_5	APOA1	15680
STC_00305	STC	6689
FGF21_4	FGF21	14823
GPNMB_4	GPNMB	11193
OR3A1_4	OR3A1	6687
TSPYL6_5	TSPYL6	28529
ZNF582_1	ZNF582	8093
HAO2_2	HAO2	11707
MPST_2	MPST	9330
WDFY2_2	WDFY2	11250
NPDC1_4	NPDC1	5193
NXT2_4	NXT2	10776
TUT1_3	TUT1	19810
PC_4	PC	15132
SF3B5_1	SF3B5	2762
ATP6V1H_1	ATP6V1H	4330
GPX8_5	GPX8	26460
EML3_4	EML3	12817
PRTN3_2	PRTN3	2863
GOPC_2	GOPC	18917
PRRG2_1	PRRG2	29327
SYCE1L_2	SYCE1L	17795
CD160_1	CD160	4823
SLC10A7_5	SLC10A7	2831
RFPL2_4	RFPL2	10839
BBS5_3	BBS5	10525
RNF213_5	RNF213	5555
B3GAT1_2	B3GAT1	35003
SEP15_4	SEP15	21473
NKX6-2_1	NKX6-2	7689
GRM7_3	GRM7	4286
ZNF385B_5	ZNF385B	14880
UBE2A_2	UBE2A	10888
LRP8_5	LRP8	21994
TKFC_1	TKFC	16357
TUBB3_2	TUBB3	9019
AMOTL1_3	AMOTL1	19127
DHX58_5	DHX58	11512
CD96_3	CD96	26488
MRPL50_4	MRPL50	15802
DHX37_2	DHX37	19822
PMAIP1_2	PMAIP1	8348
C16orf74_5	C16orf74	25081
TAOK1_4	TAOK1	7053
RASGRP3_1	RASGRP3	2626
WNT10B_5	WNT10B	19975
HIST1H2BB_3	HIST1H2BB	10308
SAV1_3	SAV1	9368
USP3_4	USP3	8063
THY1_5	THY1	23142
TCF24_3	TCF24	8386
PPP1R16A_2	PPP1R16A	5324
KCNK3_4	KCNK3	18241
FAM240A_2	FAM240A	6064
FAM167A_3	FAM167A	14228
ALYREF_5	ALYREF	4700
STC_03192	STC	2665
TMEM215_1	TMEM215	27406
PPIA_2	PPIA	39246
AADACL3_5	AADACL3	28094
GABRA2_1	GABRA2	10403
MSL1_1	MSL1	6417
BTBD19_2	BTBD19	18247
FAM49B_1	FAM49B	11948
SELT_2	SELT	9375
SLU7_5	SLU7	16022
FIGN_5	FIGN	4089
G6PC3_4	G6PC3	14009
FAM213B_3	FAM213B	8395
ZCCHC8_4	ZCCHC8	4286
CYP4A11_5	CYP4A11	35351
ZBED9_2	ZBED9	20073
SLCO4A1_1	SLCO4A1	11175
STC_06714	STC	19442
ADAMTS17_1	ADAMTS17	4965
KIFAP3_1	KIFAP3	18798
MYOF_1	MYOF	6399
SLC35B3_1	SLC35B3	5174
CNTF_1	CNTF	8553
HIVEP2_1	HIVEP2	21285
LMO7_2	LMO7	16304
ZFP14_1	ZFP14	8406
PRSS35_5	PRSS35	11144
PPP1R2_1	PPP1R2	6763
ZIC5_4	ZIC5	16229
PABPC4_4	PABPC4	18419
C16orf92_2	C16orf92	22093
CNTNAP4_5	CNTNAP4	13681
NKX2-1_3	NKX2-1	22632
C7orf43_1	C7orf43	4863
RHBDF1_1	RHBDF1	11388
FDX1_3	FDX1	29690
STC_05861	STC	11290
FUT2_5	FUT2	3315
C18orf63_4	C18orf63	8436
AWAT1_5	AWAT1	23223
TMEM207_3	TMEM207	5056
MMP9_3	MMP9	23723
STC_02781	STC	10975
PPP1R3F_2	PPP1R3F	14103
OAZ2_3	OAZ2	6481
STC_04812	STC	4772
MSR1_1	MSR1	17563
TCF20_2	TCF20	50094
EFCAB1_3	EFCAB1	3156
NFKB1_5	NFKB1	25183
KRTAP22-1_1	KRTAP22-1	18401
CHRM5_2	CHRM5	36522
STRADA_1	STRADA	3700
ARHGEF1_4	ARHGEF1	6578
UBR1_1	UBR1	8048
TJP3_3	TJP3	20684
TUBB3_5	TUBB3	22718
CLEC12A_3	CLEC12A	12410
ESCO2_2	ESCO2	20432
DAB2IP_5	DAB2IP	12208
FAM179B_1	FAM179B	11568
XXYLT1_3	XXYLT1	13566
DOK3_4	DOK3	32396
FAAP24_1	FAAP24	8450
MIEN1_1	MIEN1	11284
FAM181A_1	FAM181A	23405
DEFB129_2	DEFB129	5030
CPAMD8_1	CPAMD8	21593
ANXA8_3	ANXA8	10871
PTPN14_1	PTPN14	21560
TBL1XR1_3	TBL1XR1	6521
CASP7_3	CASP7	12940
BCAS1_5	BCAS1	7932
NMNAT1_4	NMNAT1	2673
ANKRD31_1	ANKRD31	5187
ETV2_3	ETV2	25158
PARP14_3	PARP14	9909
ITPR3_2	ITPR3	21873
MTMR11_1	MTMR11	9955
SLC36A1_5	SLC36A1	15866
ZNF461_5	ZNF461	25403
CDCA8_1	CDCA8	4093
NOP14_5	NOP14	30313
AKAP8L_1	AKAP8L	21619
RAB17_1	RAB17	10975
STC_10037	STC	2459
EEA1_3	EEA1	5803
NAT8_3	NAT8	44326
NDUFAF1_2	NDUFAF1	8894
DAAM2_3	DAAM2	16010
CGNL1_1	CGNL1	1917
KIAA0196_1	KIAA0196	9152
STC_05570	STC	3393
ZAP70_5	ZAP70	28651
TRAF2_5	TRAF2	26674
GLI3_2	GLI3	36399
ALKBH5_1	ALKBH5	14971
OR2A2_1	OR2A2	6315
SH2D1B_2	SH2D1B	18675
IFNLR1_3	IFNLR1	4134
CDK5R1_4	CDK5R1	20120
SLC25A31_3	SLC25A31	29355
ZCCHC12_3	ZCCHC12	22015
TYW5_3	TYW5	9140
STC_09096	STC	22682
ZNF347_3	ZNF347	23761
STC_07154	STC	21195
STC_06560	STC	22926
STX10_1	STX10	23255
MAPK10_1	MAPK10	5347
CACNA2D2_3	CACNA2D2	13760
SPATC1_3	SPATC1	12300
TGFB1_5	TGFB1	41529
SSBP1_1	SSBP1	18767
DEPTOR_2	DEPTOR	22890
ZNF714_2	ZNF714	3366
C1orf234_3	C1orf234	2138
LSAMP_5	LSAMP	20991
TFPI2_3	TFPI2	11123
STC_05837	STC	5175
C20orf194_3	C20orf194	14859
PPP1R15A_3	PPP1R15A	6910
FOLR2_4	FOLR2	6491
RASAL3_3	RASAL3	24577
ZNF865_1	ZNF865	28287
ZNF773_5	ZNF773	19874
SLC6A1_3	SLC6A1	14094
KDM4A_1	KDM4A	17540
NXN_5	NXN	8638
NWD1_5	NWD1	3381
MYO5C_2	MYO5C	8539
MED9_4	MED9	7906
RAB5B_2	RAB5B	3970
SRSF6_5	SRSF6	23977
GSAP_4	GSAP	20801
KRTAP5-8_1	KRTAP5-8	16862
TCF19_3	TCF19	9644
MIB2_5	MIB2	20288
CDAN1_3	CDAN1	13853
TAF3_1	TAF3	8039
CACNB3_2	CACNB3	11964
SPRTN_4	SPRTN	21183
TREML2_5	TREML2	5926
GATM_4	GATM	23940
OR2J3_5	OR2J3	13918
MRPS17_4	MRPS17	4577
GSX1_3	GSX1	22831
ORC3_1	ORC3	75
PIGV_4	PIGV	29460
FGL2_5	FGL2	11646
RUNX1_1	RUNX1	1775
PAPPA_4	PAPPA	4116
C4orf27_2	C4orf27	10080
NAT2_1	NAT2	23657
NOL11_2	NOL11	11277
PTPN20_3	PTPN20	3056
KIAA0556_4	KIAA0556	7899
HNRNPA1L2_2	HNRNPA1L2	15547
PDC_2	PDC	20649
ASCC2_4	ASCC2	6025
PLEKHG4_4	PLEKHG4	13725
STC_04718	STC	13884
LIG4_3	LIG4	10308
KPNA7_4	KPNA7	17882
STC_02691	STC	14536
SLC17A2_2	SLC17A2	5628
COPS4_1	COPS4	13611
RSPO4_4	RSPO4	19702
MYBPC1_5	MYBPC1	17053
STC_01467	STC	7937
OR10H5_1	OR10H5	4893
FAM228B_4	FAM228B	9475
C6orf58_1	C6orf58	26543
NHLH2_2	NHLH2	13068
PLEKHM2_3	PLEKHM2	25278
C7orf25_2	C7orf25	6572
LXN_1	LXN	10497
ZNF431_1	ZNF431	4313
FOXJ3_2	FOXJ3	10571
SSTR5_4	SSTR5	12694
OR11A1_3	OR11A1	17558
OXGR1_1	OXGR1	8686
MKRN1_5	MKRN1	7562
SLAMF1_1	SLAMF1	7996
CCDC103_4	CCDC103	11627
MRPL27_1	MRPL27	18042
STC_03611	STC	15536
TARBP1_5	TARBP1	12701
UBAP2L_5	UBAP2L	12679
FHDC1_1	FHDC1	6208
MPZL3_1	MPZL3	2471
GRXCR2_4	GRXCR2	15917
UBE2O_4	UBE2O	7519
KCNMB4_4	KCNMB4	13149
CPSF1_4	CPSF1	16518
PRSS16_5	PRSS16	9408
STC_07959	STC	2217
SCRG1_5	SCRG1	19759
STK17A_1	STK17A	23215
KCNS2_5	KCNS2	19586
RBM15B_1	RBM15B	10000
NTS_1	NTS	8164
CORO2B_1	CORO2B	2870
CDH1_2	CDH1	11990
E2F4_3	E2F4	40040
SIDT2_3	SIDT2	3707
STC_05816	STC	10098
GPR22_2	GPR22	19148
IMP3_3	IMP3	26600
MED30_2	MED30	11356
PEX26_4	PEX26	20970
STC_05163	STC	13393
ZNF711_5	ZNF711	9160
SH3D19_1	SH3D19	7523
SETD1A_1	SETD1A	17505
OR10P1_2	OR10P1	6708
GRPEL1_1	GRPEL1	19226
LRRC16B_4	LRRC16B	18604
SNAP91_5	SNAP91	5453
PHYH_5	PHYH	16755
BNC1_4	BNC1	5405
USP17L8_2	USP17L8	25002
ZBTB46_4	ZBTB46	18057
MTHFD1_1	MTHFD1	12775
PDCL_2	PDCL	999
ATP9B_2	ATP9B	8559
IGFN1_3	IGFN1	19774
VWA3A_1	VWA3A	11086
PVALB_5	PVALB	10379
STC_08619	STC	3292
STC_09802	STC	2201
GEN1_3	GEN1	16392
RAB13_4	RAB13	13164
SPAG6_4	SPAG6	13076
FOXD3_4	FOXD3	19917
GFY_3	GFY	14167
DEFB123_2	DEFB123	26400
LMNA_4	LMNA	5362
PROX2_5	PROX2	10482
ANPEP_1	ANPEP	9991
PSMB6_5	PSMB6	8665
TREM2_2	TREM2	16220
SCNN1A_3	SCNN1A	18811
KIAA2012_3	KIAA2012	21677
TNNC1_2	TNNC1	27330
KPNA5_5	KPNA5	4811
CLDN4_5	CLDN4	13445
SYT16_3	SYT16	18402
KRT71_5	KRT71	9717
DCXR_5	DCXR	3838
SIRPA_4	SIRPA	7304
OCIAD1_5	OCIAD1	6976
JPH4_2	JPH4	17793
ANKRD7_1	ANKRD7	20572
ZNF112_5	ZNF112	25240
ZNF268_4	ZNF268	7301
NKX6-1_5	NKX6-1	20840
REPIN1_3	REPIN1	7240
KCNJ18_2	KCNJ18	3464
ITGB8_2	ITGB8	4458
GPN2_1	GPN2	17635
GNB5_1	GNB5	5134
GYPE_1	GYPE	14714
DGAT2L6_5	DGAT2L6	11924
HERPUD1_5	HERPUD1	428
EXOC3_2	EXOC3	11996
ELMO2_2	ELMO2	4738
STC_07325	STC	25676
SCGB3A1_1	SCGB3A1	19977
TTLL4_4	TTLL4	9160
KLC4_3	KLC4	26808
CYTH3_5	CYTH3	1290
ZMAT5_1	ZMAT5	12352
GRPR_1	GRPR	9444
ARHGEF35_3	ARHGEF35	49187
THADA_4	THADA	22689
NINJ2_3	NINJ2	13194
SMARCA4_1	SMARCA4	18916
SLC26A2_3	SLC26A2	7808
ADIG_3	ADIG	10071
GABARAPL1_3	GABARAPL1	7667
WRAP73_3	WRAP73	23124
SLC35F1_2	SLC35F1	26570
OR5H2_3	OR5H2	7073
ARRDC4_2	ARRDC4	7584
EIF2S2_5	EIF2S2	7815
VWA7_4	VWA7	5817
STC_06379	STC	9123
EPHA5_2	EPHA5	29261
NDUFS1_3	NDUFS1	14060
ACIN1_4	ACIN1	22776
DENND6A_2	DENND6A	5262
KISS1R_5	KISS1R	10829
THOC5_5	THOC5	9055
STC_06338	STC	5877
LRRC72_1	LRRC72	10513
AKAP6_4	AKAP6	9992
NOP2_4	NOP2	11955
FAM118B_2	FAM118B	4743
FAM26D_2	FAM26D	10600
TNK2_2	TNK2	13513
STC_05908	STC	19562
CCR7_1	CCR7	4685
WASH1_5	WASH1	12793
INPP4B_4	INPP4B	23371
PROSER1_3	PROSER1	6572
STC_01494	STC	6051
NTN3_3	NTN3	2174
ACOT9_4	ACOT9	7695
NUGGC_1	NUGGC	6499
IRF7_5	IRF7	16974
CTU1_4	CTU1	34715
BHLHA15_2	BHLHA15	8236
SART1_5	SART1	2212
CHTOP_1	CHTOP	12815
TMC8_4	TMC8	14843
LBH_4	LBH	12973
LDLRAD4_3	LDLRAD4	14398
CDHR2_3	CDHR2	13478
OR51T1_4	OR51T1	7704
CRACR2A_1	CRACR2A	7922
GALT_3	GALT	6843
WAPL_4	WAPL	11740
NAGA_1	NAGA	21549
P2RX5_2	P2RX5	33929
SSU72_3	SSU72	4014
AKR1B1_5	AKR1B1	11005
CYB561A3_5	CYB561A3	20546
WDR37_2	WDR37	5444
STC_02372	STC	15228
SNX8_1	SNX8	12482
CEACAM4_5	CEACAM4	14106
CHPT1_3	CHPT1	10513
PRELID2_5	PRELID2	34563
ABHD12_1	ABHD12	13188
C10orf76_3	C10orf76	2914
ITPKB_5	ITPKB	12900
KCNK12_4	KCNK12	28550
C8orf48_5	C8orf48	9281
ZAK_1	ZAK	12069
ZP1_5	ZP1	15975
C1QTNF7_2	C1QTNF7	27660
STC_09581	STC	21467
CCDC109B_4	CCDC109B	6753
TMEM132E_2	TMEM132E	18366
STC_09239	STC	10663
ZNF707_1	ZNF707	24630
STC_05256	STC	7506
STC_01215	STC	14616
GDF15_1	GDF15	37585
WASF2_1	WASF2	12077
OTULIN_1	OTULIN	11078
PDE6H_1	PDE6H	12691
ZC3H11A_3	ZC3H11A	8471
GATSL2_1	GATSL2	10927
EDN1_2	EDN1	3683
ENO1_2	ENO1	35531
TTPA_2	TTPA	2845
CYB5RL_1	CYB5RL	6029
FCHO1_3	FCHO1	9968
ELMO1_1	ELMO1	53243
CD74_1	CD74	17539
CD14_2	CD14	16741
HEPACAM_2	HEPACAM	12866
PUS1_4	PUS1	13377
OTOG_4	OTOG	16479
RGS18_3	RGS18	13947
TMEM55B_2	TMEM55B	8420
NAPSA_3	NAPSA	10182
GIN1_5	GIN1	19915
DBX2_3	DBX2	12553
SYTL1_5	SYTL1	12218
SKP1_3	SKP1	4496
HAGH_3	HAGH	2253
GNL1_1	GNL1	17413
AP3B1_5	AP3B1	13519
COL28A1_2	COL28A1	7657
RBMX2_3	RBMX2	5296
EMX1_2	EMX1	15617
OR52J3_4	OR52J3	11035
EPS8L2_4	EPS8L2	22500
WWOX_3	WWOX	14869
KIF3A_2	KIF3A	8184
SETD3_2	SETD3	8945
STC_08702	STC	1097
AGAP4_3	AGAP4	22171
IL22RA1_1	IL22RA1	13278
C4orf46_1	C4orf46	7409
SNX18_3	SNX18	1880
PPP1CB_4	PPP1CB	19587
SPRTN_3	SPRTN	7652
HIST1H4H_3	HIST1H4H	13319
ELAVL4_1	ELAVL4	10363
NPPB_2	NPPB	7002
SPO11_1	SPO11	2821
PARD3B_3	PARD3B	12660
DPH7_4	DPH7	17741
STC_03400	STC	10479
MAPK8IP1_2	MAPK8IP1	46801
BRD2_4	BRD2	18879
PDGFD_5	PDGFD	3504
IFNA6_5	IFNA6	4330
CLEC4G_5	CLEC4G	15486
CAMK4_5	CAMK4	2976
WDR45B_4	WDR45B	13631
PAX4_4	PAX4	24233
MEGF9_4	MEGF9	4735
SSH2_2	SSH2	16568
ZNF879_2	ZNF879	17788
NR1I3_4	NR1I3	41263
ANKRD33_2	ANKRD33	7661
HOXB8_3	HOXB8	27118
CAMK1D_1	CAMK1D	23917
PRRC2B_2	PRRC2B	24191
PRRT1_4	PRRT1	16854
NUMA1_4	NUMA1	11429
ACSM2B_2	ACSM2B	19441
ZFP37_4	ZFP37	17218
PAF1_2	PAF1	17264
SNX33_1	SNX33	2604
SYDE1_3	SYDE1	9087
KCNJ3_2	KCNJ3	11350
ZSWIM1_4	ZSWIM1	5400
C1QTNF2_5	C1QTNF2	14996
WDFY4_3	WDFY4	4278
TMEM61_4	TMEM61	7499
CHRNA3_1	CHRNA3	8930
KIAA1683_3	KIAA1683	13622
SCTR_1	SCTR	8221
OR2T3_1	OR2T3	14205
PHLDA3_3	PHLDA3	15765
MEX3B_1	MEX3B	26130
FAM71B_2	FAM71B	11521
SURF4_2	SURF4	8167
DDRGK1_5	DDRGK1	51920
CLPX_1	CLPX	5566
ZNF740_4	ZNF740	6492
STC_08546	STC	20752
C1RL_4	C1RL	10456
PRG3_4	PRG3	16117
PPOX_3	PPOX	7333
TMEM71_4	TMEM71	10607
KMO_3	KMO	15390
STC_03903	STC	22170
YTHDC2_4	YTHDC2	2518
CDC34_1	CDC34	7478
BABAM1_5	BABAM1	12817
CCNO_4	CCNO	8229
CNTROB_4	CNTROB	5249
MGAT3_4	MGAT3	12434
ITIH1_5	ITIH1	5785
SPACA1_4	SPACA1	6696
GLS2_4	GLS2	6867
KRTAP5-5_5	KRTAP5-5	23398
HES6_5	HES6	20661
STC_06408	STC	17489
ARHGAP33_1	ARHGAP33	33057
ACSBG2_5	ACSBG2	27928
SYNJ2BP_3	SYNJ2BP	11637
TWIST2_1	TWIST2	9473
IGF2BP3_5	IGF2BP3	5233
AFF4_3	AFF4	9823
BCL7B_3	BCL7B	8746
TST_3	TST	35676
CHI3L1_3	CHI3L1	6294
CBX7_5	CBX7	11713
COX7C_3	COX7C	10211
RUNX1T1_1	RUNX1T1	6968
ACER1_5	ACER1	30036
KRTAP21-3_4	KRTAP21-3	12621
LINC01183_2	LINC01183	16006
SUN3_2	SUN3	943
GAST_1	GAST	21010
DEF8_2	DEF8	5314
KRTAP9-7_4	KRTAP9-7	21374
IL11_1	IL11	43081
CPVL_2	CPVL	8367
STC_09568	STC	13114
TESK2_5	TESK2	11261
TRIM39_1	TRIM39	19405
DFNA5_2	DFNA5	4666
WDR86_5	WDR86	29427
TTC9_4	TTC9	8717
AXIN1_1	AXIN1	19245
RNF180_2	RNF180	8434
OLFM4_1	OLFM4	5577
RPS23_2	RPS23	21183
ITIH6_5	ITIH6	17897
FEZ1_5	FEZ1	23604
UBE2T_3	UBE2T	5936
NFASC_2	NFASC	16113
DLX6_3	DLX6	24451
ACTL9_3	ACTL9	5745
CLEC18A_2	CLEC18A	5891
STC_06612	STC	6369
PSPC1_5	PSPC1	29672
OR8H3_1	OR8H3	5185
MDM2_4	MDM2	11758
NFKBIE_4	NFKBIE	1184
LIMCH1_4	LIMCH1	21747
TEX33_5	TEX33	4669
RNPS1_4	RNPS1	38862
SH3YL1_1	SH3YL1	11138
ZDHHC24_4	ZDHHC24	2523
SLC8A1_5	SLC8A1	18634
SDCBP2_3	SDCBP2	4571
TCEAL4_4	TCEAL4	6681
HRK_3	HRK	19826
AGMO_4	AGMO	7691
AFAP1_5	AFAP1	12432
STC_00493	STC	22368
STC1_4	STC1	13881
HDDC3_4	HDDC3	15145
NUP98_5	NUP98	22154
CDX1_2	CDX1	19016
PMEL_4	PMEL	12235
PLA2G2F_5	PLA2G2F	17616
VASH1_4	VASH1	5378
TLR3_2	TLR3	7698
UFL1_3	UFL1	16048
GSTM4_2	GSTM4	15857
CFAP206_5	CFAP206	3722
MZT2A_1	MZT2A	14234
TRIM52_4	TRIM52	7495
HOXA11_3	HOXA11	9884
EFEMP2_4	EFEMP2	8090
C10orf88_1	C10orf88	4150
MZF1_5	MZF1	10022
HMMR_2	HMMR	3074
PSMC3_3	PSMC3	29343
CENPP_4	CENPP	6116
MYCBPAP_3	MYCBPAP	26815
FAM214A_4	FAM214A	3355
FANCG_5	FANCG	8341
CR1_1	CR1	13768
CARD14_1	CARD14	18589
NFATC1_2	NFATC1	28783
CASC3_3	CASC3	4043
TACC1_1	TACC1	1959
TPR_3	TPR	14608
SCGB3A1_4	SCGB3A1	25277
ZSCAN1_2	ZSCAN1	17838
MEX3A_2	MEX3A	20771
STC_06175	STC	17162
PIGT_4	PIGT	25471
AKR1E2_5	AKR1E2	7366
KBTBD2_5	KBTBD2	14032
LRRN2_3	LRRN2	21969
CGB7_5	CGB7	14863
CEP57_5	CEP57	7248
WBP1_4	WBP1	16487
ZNF467_5	ZNF467	7249
DYRK2_5	DYRK2	9801
PRKCZ_5	PRKCZ	16714
MAP2_4	MAP2	13119
WWC3_2	WWC3	535
POTEG_1	POTEG	9831
ATP4B_4	ATP4B	11942
TGFBRAP1_4	TGFBRAP1	10908
ZNF280D_1	ZNF280D	18441
CABP7_3	CABP7	3709
SEC16B_3	SEC16B	17167
STC_01641	STC	6678
STC_07163	STC	15468
PSMA3_4	PSMA3	3203
GPRIN1_4	GPRIN1	8146
SIRT1_2	SIRT1	2548
SCN7A_2	SCN7A	12060
STC_09255	STC	6025
KCTD15_3	KCTD15	5252
MTNR1B_4	MTNR1B	16133
SPATS2L_5	SPATS2L	5998
PTPRC_2	PTPRC	14481
HNRNPAB_1	HNRNPAB	5152
ZNF358_5	ZNF358	12894
RIC8A_4	RIC8A	25581
MFSD1_5	MFSD1	6104
SF3A2_2	SF3A2	20131
ATF7_3	ATF7	1499
ZUFSP_2	ZUFSP	22363
RGS6_5	RGS6	17576
C18orf21_5	C18orf21	8310
CCDC18_2	CCDC18	2121
APOL1_2	APOL1	7040
AP1B1_5	AP1B1	7878
ELP4_4	ELP4	5608
OTOA_4	OTOA	5938
STC_04500	STC	5562
TIAM1_2	TIAM1	7531
OMP_1	OMP	8703
EOGT_1	EOGT	26577
CCT6A_2	CCT6A	31437
OIP5_5	OIP5	18065
FAM46D_2	FAM46D	5880
CEP72_5	CEP72	8521
STC_09116	STC	8958
STC_04211	STC	9953
TBC1D9B_3	TBC1D9B	23855
ZNF367_3	ZNF367	18690
NADK2_4	NADK2	7144
ZC3H3_2	ZC3H3	13540
CYP4A11_2	CYP4A11	14404
MIIP_3	MIIP	30971
NEK8_4	NEK8	26207
PDLIM2_3	PDLIM2	25318
GJB1_2	GJB1	19263
C14orf142_4	C14orf142	15068
ZBTB40_1	ZBTB40	19435
GRIN2A_2	GRIN2A	19039
SCN1B_5	SCN1B	3559
INTS4_2	INTS4	5939
DLK2_3	DLK2	22895
CSTF3_5	CSTF3	13435
FGF14_1	FGF14	12789
DGKE_1	DGKE	13674
PIGG_1	PIGG	7990
SOGA1_4	SOGA1	11125
ATP4A_5	ATP4A	32511
LIMS2_1	LIMS2	16596
RPGRIP1L_1	RPGRIP1L	11682
PPP2CA_5	PPP2CA	27941
C12orf57_3	C12orf57	29675
ATP10D_4	ATP10D	17876
GPT2_2	GPT2	17345
CNFN_3	CNFN	23577
PNN_3	PNN	4770
GPR78_3	GPR78	12575
DUS2_2	DUS2	25134
STC_02856	STC	4262
IFT27_5	IFT27	1133
RGS21_2	RGS21	6572
GSTZ1_2	GSTZ1	3543
FDX1L_2	FDX1L	17051
CDKL2_1	CDKL2	7532
WDR33_5	WDR33	15836
GLRB_4	GLRB	2957
